,0
15213,British disability rights activists
12926,British disco musicians
12567,British documentary film directors
8993,British documentary filmmakers
3296,British drag kings
8379,British dramatists and playwrights
14618,British drug policy reform activists
13916,British ecologists
5413,British economists
6244,British editorial cartoonists
3878,British educational theorists
13590,British electronic musicians
708,British electronics engineers
9151,British embroiderers
13952,British emigrants to Australia
15756,British emigrants to Canada
2197,British emigrants to France
5857,British emigrants to Nigeria
11402,British emigrants to South Africa
5628,British emigrants to Sri Lanka
3908,British emigrants to Switzerland
13773,British emigrants to the United States
5933,British entertainers
3611,British entomologist stubs
1326,British entomologists
12170,British environmentalists
3925,British epidemiologists
7503,British equestrian biography stubs
18013,British erotica writers
11165,British essayists
6016,British ethicists
3842,British evangelicals
8539,British event riders
5470,British evolutionary biologists
7517,British expatriate academics in the United States
14801,British expatriate actresses in the United States
2620,British expatriate male actors in the United States
3657,British expatriates in Australia
1314,British expatriates in Austria
17274,British expatriates in Barbados
1177,British expatriates in Belgium
18268,British expatriates in Canada
11206,British expatriates in China
14620,British expatriates in Egypt
17128,British expatriates in France
17940,British expatriates in Germany
17964,British expatriates in Greece
6465,British expatriates in Hong Kong
17066,British expatriates in Hungary
18549,British expatriates in India
5111,British expatriates in Ireland
797,British expatriates in Israel
5920,British expatriates in Italy
6858,British expatriates in Japan
6094,British expatriates in Kenya
11877,British expatriates in Lesotho
15877,British expatriates in Malta
18807,British expatriates in Mandatory Palestine
13226,British expatriates in Mauritius
17963,British expatriates in Monaco
15126,British expatriates in Morocco
1679,British expatriates in New Zealand
1352,British expatriates in Nigeria
6173,British expatriates in Poland
14846,British expatriates in Portugal
3659,British expatriates in Saint Kitts and Nevis
12717,British expatriates in South Africa
9474,British expatriates in Spain
16577,British expatriates in Sudan
7224,British expatriates in Switzerland
17762,British expatriates in Vietnam
18599,British expatriates in the United States
16322,British experimental filmmakers
11930,British experimental musicians
6553,British explorer stubs
16829,British explorers
14979,British explorers of Africa
12381,British fantasy writers
9413,British fashion designers
9164,British fashion journalists
3258,British female athletes
11853,British female comics artists
17575,British female dancers
5445,British female equestrians
16416,British female freestyle swimmers
2696,British female hurdlers
11775,British female javelin throwers
6910,British female judoka
8562,British female models
10901,British female rowers
8150,British female shot putters
14834,British female single skaters
6344,British female sprinters
11296,British female tennis players
18225,British feminist writers
14294,British feminists
11958,British field marshals
12918,British field marshals of World War II
8469,British figure skating coaches
7560,British film actor stubs
6988,British film actresses
8545,British film biography stubs
1969,British film critics
4848,British film designers
8128,British film director stubs
13562,British film directors
11372,British film producer stubs
5366,British film producers
11727,British film production company founders
8983,British film score composers
16880,British finance and investment writers
10608,British firefighters
10247,British fishers
269,British folk rock musicians
2472,British folk-pop singers
11387,British food writers
274,British football chairmen and investors
903,British foreign correspondents
3082,British foreign policy writers
11357,British forensic scientists
4773,British former Christians
12575,British former Muslims
17188,British game show hosts
8437,British garden writers
15673,British gastronomes
743,British gay actors
810,British gay artists
6627,British gay musicians
9318,British gay writers
3337,British generals
14926,British geneticists
18829,British geographers
533,British geometers
17739,British geriatricians
7763,British glass artists
13828,British glider pilots
6874,British government biography stubs
3656,British graphic novelists
963,British greyhound racing trainers
6174,British haematologists
14857,British hairdressers
1194,British hard rock musicians
6681,British harmonica players
10967,British harpists
4934,British harpsichordists
17595,British health activists
12256,British heptathletes
15878,British heraldists
16213,British high jumpers
6640,British hillclimb drivers
13424,British hip hop singers
15501,British historians
7545,British historians of religion
16665,British historical novelists
12266,British horror writers
11812,British horse racing biography stubs
14868,British horse racing writers and broadcasters
13368,British horse trainers
16239,British horticulturists
1140,British hospitality businesspeople
12851,British hoteliers
2701,British human rights activists
12335,British humanists
1464,British humorists
15749,British humorous poets
2798,British hypnotists
3683,British identical twins
3762,British illustrator stubs
9875,British illustrators
8272,British immunologists
17923,British impressionists (entertainers)
8783,British indie pop musicians
11559,British indie rock musicians
8141,British industrial designers
18681,British industrialists
12637,British installation artists
18008,British intelligence operatives
10751,British interior designers
18634,British investigative journalists
4447,British investment bankers
12911,British jazz bandleaders
10839,British jazz clarinetists
3325,British jazz composers
10351,British jazz double-bassists
9363,British jazz musician stubs
7752,British jazz musicians
12769,British jazz pianists
18315,British jazz trombonists
9536,British jewellery designers
18540,British jockeys
10561,British journalist stubs
740,British journalists
3504,British keyboardist stubs
6168,British landowners
14916,British landscape and garden designers
614,British landscape painters
8650,British law biography stubs
17185,British lawyers
1801,British lawyers of Pakistani descent
6750,British legal writers
13069,British lepidopterists
455,British lesbian actresses
4778,British lesbian writers
14243,British letter writers
728,British lexicographers
12484,British libertarians
6376,British literary critics
11569,British literary editors
9547,British literary historians
6325,British lobbyists
10405,British luthiers
16336,British lyricists
13949,British magazine editors
14980,British magazine founders
8836,British magazine publishers (people)
10262,British magazine writers
1643,British magicians
9582,British make-up artists
3573,British male Shakespearean actors
2992,British male actors
9732,British male actors of Indian descent
1420,British male athletes
16358,British male ballet dancers
132,British male bloggers
10238,British male breaststroke swimmers
13835,British male classical composers
5874,British male comedians
11687,British male comedy actors
13661,British male composers
3309,British male conductors (music)
12229,British male cyclists
14028,British male dancers
9045,British male dramatists and playwrights
8707,British male drummers
1443,British male equestrians
2167,British male essayists
9228,British male film actors
8201,British male film score composers
2271,British male guitarists
13489,British male jazz musicians
13130,British male journalists
14036,British male non-fiction writers
2846,British male novelists
4374,British male organists
9877,British male painters
10304,British male pianists
4689,British male poets
17649,British male racewalkers
5226,British male radio actors
8660,British male rowers
7045,British male saxophonists
9169,British male screenwriters
4330,British male sculptors
3264,British male short story writers
2219,British male silent film actors
18642,British male singer-songwriters
13138,British male singers
3571,British male single skaters
13297,British male songwriters
6412,British male sport shooters
12306,British male sprinters
5902,British male stage actors
9632,British male steeplechase runners
17667,British male television actors
5442,British male television writers
6060,British male tennis players
11349,British male video game actors
11871,British male violinists
1506,British male voice actors
13932,British male weightlifters
11795,British male writers
17694,British management consultants
6753,British mass media company founders
11732,British mass media owners
831,British mass media scholars
2183,British mechanical engineers
3055,British media executives
4019,British medical biography stubs
15977,British medical researchers
5170,British medical writers
12331,British memoirists
12456,British men's basketball players
1009,British men's wheelchair basketball players
15801,British metallurgists
3133,British microbiologists
